geoid,geoid20,year,denom_total_pop,tothomeless_count,totshelt_count,totunshelt_count
1400000US06037400208,6037400208,2022,1160,0,0,0
1400000US06037400209,6037400209,2022,4302,0,0,0
1400000US06037400304,6037400304,2022,7839,0,0,0
1400000US06037400402,6037400402,2022,4181,1,0,1
1400000US06037400403,6037400403,2022,4291,0,0,0
1400000US06037400404,6037400404,2022,4179,2,0,2
1400000US06037400501,6037400501,2022,2031,5,0,5
1400000US06037400602,6037400602,2022,4699,52,38,14
1400000US06037400603,6037400603,2022,5000,65,0,65
1400000US06037400605,6037400605,2022,7777,23,0,23
1400000US06037400801,6037400801,2022,7252,3,0,3
1400000US06037401001,6037401001,2022,2736,0,0,0
1400000US06037401002,6037401002,2022,4270,3,0,3
1400000US06037401101,6037401101,2022,5704,6,0,6
1400000US06037401102,6037401102,2022,4207,4,0,4
1400000US06037401201,6037401201,2022,3625,2,0,2
1400000US06037401202,6037401202,2022,4790,68,0,68
1400000US06037401203,6037401203,2022,5169,3,0,3
1400000US06037401303,6037401303,2022,2209,0,0,0
1400000US06037401304,6037401304,2022,5500,1,0,1
1400000US06037401311,6037401311,2022,6929,2,0,2
1400000US06037401312,6037401312,2022,4937,0,0,0
1400000US06037401500,6037401500,2022,5876,4,0,4
1400000US06037401601,6037401601,2022,5368,33,0,33
1400000US06037401602,6037401602,2022,6088,0,0,0
1400000US06037401705,6037401705,2022,2946,0,0,0
1400000US06037401706,6037401706,2022,4221,13,0,13
1400000US06037401707,6037401707,2022,8464,19,15,4
1400000US06037401801,6037401801,2022,4547,2,0,2
1400000US06037401802,6037401802,2022,3718,2,0,2
1400000US06037401901,6037401901,2022,3752,3,0,3
1400000US06037401902,6037401902,2022,6262,3,0,3
1400000US06037402001,6037402001,2022,3777,5,0,5
1400000US06037402002,6037402002,2022,4010,11,0,11
1400000US06037402101,6037402101,2022,4978,37,37,0
1400000US06037402102,6037402102,2022,4999,46,32,14
1400000US06037402200,6037402200,2022,6808,52,0,52
1400000US06037402301,6037402301,2022,5275,65,0,65
1400000US06037402303,6037402303,2022,3941,39,0,39
1400000US06037402304,6037402304,2022,4435,7,0,7
1400000US06037402403,6037402403,2022,5703,10,0,10
1400000US06037402404,6037402404,2022,2513,12,0,12
1400000US06037402405,6037402405,2022,2324,0,0,0
1400000US06037402406,6037402406,2022,4737,11,0,11
1400000US06037402501,6037402501,2022,5100,18,0,18
1400000US06037402503,6037402503,2022,4427,1,0,1
1400000US06037402504,6037402504,2022,2580,1,0,1
1400000US06037402601,6037402601,2022,2941,23,16,7
1400000US06037402602,6037402602,2022,4679,28,20,8
1400000US06037402702,6037402702,2022,5424,30,24,6
1400000US06037402703,6037402703,2022,5674,0,0,0
1400000US06037402705,6037402705,2022,3446,0,0,0
1400000US06037402706,6037402706,2022,3782,0,0,0
1400000US06037402801,6037402801,2022,4918,112,85,27
1400000US06037402803,6037402803,2022,3542,7,0,7
1400000US06037402804,6037402804,2022,4387,1,0,1
1400000US06037402902,6037402902,2022,7282,55,30,25
1400000US06037402903,6037402903,2022,3868,1,0,1
1400000US06037402904,6037402904,2022,3673,3,0,3
1400000US06037403000,6037403000,2022,7280,32,0,32
1400000US06037403305,6037403305,2022,2216,1,0,1
1400000US06037403316,6037403316,2022,7112,20,0,20
1400000US06037403317,6037403317,2022,5228,18,0,18
1400000US06037403318,6037403318,2022,5880,12,0,12
1400000US06037403319,6037403319,2022,4273,0,0,0
1400000US06037403320,6037403320,2022,5301,0,0,0
1400000US06037403321,6037403321,2022,5407,16,0,16
1400000US06037403323,6037403323,2022,5524,2,0,2
1400000US06037403324,6037403324,2022,7121,0,0,0
1400000US06037403325,6037403325,2022,5103,0,0,0
1400000US06037403326,6037403326,2022,2346,6,0,6
1400000US06037403327,6037403327,2022,2394,14,0,14
1400000US06037403328,6037403328,2022,5742,0,0,0
1400000US06037403401,6037403401,2022,4893,0,0,0
1400000US06037403402,6037403402,2022,3423,0,0,0
1400000US06037403403,6037403403,2022,5181,0,0,0
1400000US06037403404,6037403404,2022,2282,0,0,0
1400000US06037403407,6037403407,2022,2205,0,0,0
1400000US06037403408,6037403408,2022,6354,0,0,0
1400000US06037403409,6037403409,2022,4303,5,0,5
1400000US06037403500,6037403500,2022,1518,14,0,14
1400000US06037403601,6037403601,2022,7557,0,0,0
1400000US06037403702,6037403702,2022,4353,0,0,0
1400000US06037403703,6037403703,2022,4765,0,0,0
1400000US06037403721,6037403721,2022,5430,0,0,0
1400000US06037403722,6037403722,2022,5558,3,0,3
1400000US06037403801,6037403801,2022,5947,21,0,21
1400000US06037403802,6037403802,2022,6681,36,0,36
1400000US06037403901,6037403901,2022,2955,10,0,10
1400000US06037403902,6037403902,2022,5268,0,0,0
1400000US06037404000,6037404000,2022,4561,7,0,7
1400000US06037404100,6037404100,2022,6076,3,0,3
1400000US06037404201,6037404201,2022,3341,25,0,25
1400000US06037404203,6037404203,2022,4391,3,3,0
1400000US06037404301,6037404301,2022,5631,19,0,19
1400000US06037404302,6037404302,2022,2146,14,0,14
1400000US06037404401,6037404401,2022,3779,1,0,1
1400000US06037404402,6037404402,2022,4685,6,0,6
1400000US06037404501,6037404501,2022,2989,0,0,0
1400000US06037404503,6037404503,2022,2812,2,0,2
1400000US06037404504,6037404504,2022,5026,4,0,4
1400000US06037404600,6037404600,2022,1359,213,0,213
1400000US06037404701,6037404701,2022,5787,28,0,28
1400000US06037404702,6037404702,2022,5046,10,0,10
1400000US06037404703,6037404703,2022,3282,20,0,20
1400000US06037404804,6037404804,2022,4396,7,0,7
1400000US06037404805,6037404805,2022,2795,3,0,3
1400000US06037404806,6037404806,2022,6085,111,102,9
1400000US06037404901,6037404901,2022,5986,0,0,0
1400000US06037404902,6037404902,2022,3596,3,0,3
1400000US06037404903,6037404903,2022,2366,9,0,9
1400000US06037405001,6037405001,2022,5691,7,0,7
1400000US06037405002,6037405002,2022,3195,0,0,0
1400000US06037405101,6037405101,2022,5185,6,0,6
1400000US06037405102,6037405102,2022,5592,26,0,26
1400000US06037405201,6037405201,2022,5131,10,0,10
1400000US06037405202,6037405202,2022,4815,24,0,24
1400000US06037405203,6037405203,2022,2963,5,0,5
1400000US06037405301,6037405301,2022,3098,0,0,0
1400000US06037405302,6037405302,2022,5780,2,0,2
1400000US06037405400,6037405400,2022,4943,12,0,12
1400000US06037405500,6037405500,2022,6491,4,0,4
1400000US06037405600,6037405600,2022,5783,1,0,1
1400000US06037405701,6037405701,2022,4104,1,0,1
1400000US06037405702,6037405702,2022,5349,10,3,7
1400000US06037405800,6037405800,2022,5798,1,0,1
1400000US06037405900,6037405900,2022,4260,12,0,12
1400000US06037406000,6037406000,2022,5455,3,0,3
1400000US06037406101,6037406101,2022,3146,4,0,4
1400000US06037406103,6037406103,2022,8191,6,0,6
1400000US06037406201,6037406201,2022,3698,2,0,2
1400000US06037406300,6037406300,2022,6435,1,0,1
1400000US06037406413,6037406413,2022,6474,0,0,0
1400000US06037406500,6037406500,2022,6842,0,0,0
1400000US06037406601,6037406601,2022,5122,5,0,5
1400000US06037406602,6037406602,2022,5031,0,0,0
1400000US06037406701,6037406701,2022,3403,4,0,4
1400000US06037406702,6037406702,2022,6525,2,0,2
1400000US06037406801,6037406801,2022,5039,0,0,0
1400000US06037406903,6037406903,2022,8080,23,0,23
1400000US06037407001,6037407001,2022,5817,8,0,8
1400000US06037407002,6037407002,2022,3446,25,0,25
1400000US06037407101,6037407101,2022,4658,4,0,4
1400000US06037407102,6037407102,2022,5611,0,0,0
1400000US06037407201,6037407201,2022,3637,36,0,36
1400000US06037407202,6037407202,2022,3266,45,0,45
1400000US06037407301,6037407301,2022,4294,2,0,2
1400000US06037407302,6037407302,2022,3535,15,0,15
1400000US06037407400,6037407400,2022,2029,2,0,2
1400000US06037407501,6037407501,2022,4212,0,0,0
1400000US06037407502,6037407502,2022,3946,0,0,0
1400000US06037407601,6037407601,2022,4080,9,0,9
1400000US06037407602,6037407602,2022,4311,3,0,3
1400000US06037407701,6037407701,2022,4284,2,0,2
1400000US06037407702,6037407702,2022,6683,6,0,6
1400000US06037407801,6037407801,2022,5299,0,0,0
1400000US06037407802,6037407802,2022,3059,4,0,4
1400000US06037407901,6037407901,2022,4392,1,0,1
1400000US06037407902,6037407902,2022,1680,1,0,1
1400000US06037408003,6037408003,2022,4631,0,0,0
1400000US06037408004,6037408004,2022,2558,73,66,7
1400000US06037408005,6037408005,2022,5461,0,0,0
1400000US06037408006,6037408006,2022,3708,0,0,0
1400000US06037408133,6037408133,2022,6132,0,0,0
1400000US06037408134,6037408134,2022,2833,0,0,0
1400000US06037408135,6037408135,2022,4395,0,0,0
1400000US06037408136,6037408136,2022,3659,0,0,0
1400000US06037408137,6037408137,2022,4318,1,0,1
1400000US06037408138,6037408138,2022,5388,0,0,0
1400000US06037408139,6037408139,2022,4676,0,0,0
1400000US06037408140,6037408140,2022,4011,3,0,3
1400000US06037408141,6037408141,2022,4685,0,0,0
1400000US06037408212,6037408212,2022,4936,26,0,26
1400000US06037408213,6037408213,2022,6184,14,0,14
1400000US06037408301,6037408301,2022,5909,68,0,68
1400000US06037408302,6037408302,2022,3647,52,0,52
1400000US06037408303,6037408303,2022,4382,1,0,1
1400000US06037408401,6037408401,2022,4577,12,0,12
1400000US06037408402,6037408402,2022,6367,119,119,0
1400000US06037408503,6037408503,2022,6829,0,0,0
1400000US06037408504,6037408504,2022,5393,3,0,3
1400000US06037408505,6037408505,2022,2536,11,0,11
1400000US06037408623,6037408623,2022,3189,0,0,0
1400000US06037408624,6037408624,2022,3115,0,0,0
1400000US06037408625,6037408625,2022,3533,2,0,2
1400000US06037408626,6037408626,2022,3854,2,0,2
1400000US06037408627,6037408627,2022,2778,0,0,0
1400000US06037408628,6037408628,2022,5395,7,0,7
1400000US06037408629,6037408629,2022,2892,0,0,0
1400000US06037408631,6037408631,2022,5079,4,0,4
1400000US06037408703,6037408703,2022,5781,2,0,2
1400000US06037408705,6037408705,2022,5759,4,0,4
1400000US06037408707,6037408707,2022,6537,3,0,3
1400000US06037408722,6037408722,2022,4453,2,0,2
1400000US06037408724,6037408724,2022,5398,2,0,2
1400000US06037408725,6037408725,2022,6106,0,0,0
1400000US06037408800,6037408800,2022,4311,29,0,29
1400000US06037408900,6037408900,2022,5698,1,0,1
1400000US06037409000,6037409000,2022,7440,30,0,30
1400000US06037409100,6037409100,2022,5460,16,0,16
1400000US06037430003,6037430003,2022,5244,1,0,1
1400000US06037430004,6037430004,2022,2976,3,0,3
1400000US06037430005,6037430005,2022,3749,2,0,2
1400000US06037430101,6037430101,2022,4889,4,0,4
1400000US06037430102,6037430102,2022,4865,0,0,0
1400000US06037430200,6037430200,2022,983,0,0,0
1400000US06037430301,6037430301,2022,4588,0,0,0
1400000US06037430302,6037430302,2022,5276,22,0,22
1400000US06037430400,6037430400,2022,4440,30,0,30
1400000US06037430501,6037430501,2022,0,0,0,0
1400000US06037430502,6037430502,2022,0,0,0,0
1400000US06037430600,6037430600,2022,0,0,0,0
1400000US06037430701,6037430701,2022,5308,0,0,0
1400000US06037430721,6037430721,2022,3627,54,0,54
1400000US06037430723,6037430723,2022,4914,4,0,4
1400000US06037430724,6037430724,2022,5039,0,0,0
1400000US06037430801,6037430801,2022,6734,37,0,37
1400000US06037430802,6037430802,2022,4412,1,0,1
1400000US06037430803,6037430803,2022,5330,5,0,5
1400000US06037430901,6037430901,2022,4591,4,0,4
1400000US06037430902,6037430902,2022,5215,2,0,2
1400000US06037431002,6037431002,2022,2781,10,0,10
1400000US06037431003,6037431003,2022,4645,5,0,5
1400000US06037431004,6037431004,2022,3472,6,0,6
1400000US06037431100,6037431100,2022,6673,15,0,15
1400000US06037431200,6037431200,2022,6280,6,0,6
1400000US06037431300,6037431300,2022,2645,0,0,0
1400000US06037431400,6037431400,2022,3913,18,0,18
1400000US06037431501,6037431501,2022,4197,5,0,5
1400000US06037431502,6037431502,2022,4310,31,0,31
1400000US06037431600,6037431600,2022,4072,2,0,2
1400000US06037431701,6037431701,2022,6177,10,0,10
1400000US06037431800,6037431800,2022,5218,4,0,4
1400000US06037431900,6037431900,2022,3868,8,0,8
1400000US06037432001,6037432001,2022,2330,2,0,2
1400000US06037432002,6037432002,2022,4976,3,0,3
1400000US06037432101,6037432101,2022,4439,0,0,0
1400000US06037432102,6037432102,2022,5936,1,0,1
1400000US06037432201,6037432201,2022,4937,3,0,3
1400000US06037432202,6037432202,2022,3772,1,0,1
1400000US06037432300,6037432300,2022,3991,0,0,0
1400000US06037432401,6037432401,2022,3892,0,0,0
1400000US06037432402,6037432402,2022,5758,0,0,0
1400000US06037432501,6037432501,2022,4817,1,0,1
1400000US06037432502,6037432502,2022,3718,1,0,1
1400000US06037432601,6037432601,2022,7094,0,0,0
1400000US06037432602,6037432602,2022,4349,0,0,0
1400000US06037432700,6037432700,2022,5620,8,0,8
1400000US06037432801,6037432801,2022,2501,15,0,15
1400000US06037432802,6037432802,2022,5337,65,43,22
1400000US06037432901,6037432901,2022,4044,11,0,11
1400000US06037432902,6037432902,2022,3100,1,0,1
1400000US06037433103,6037433103,2022,6836,37,0,37
1400000US06037433200,6037433200,2022,5837,9,0,9
1400000US06037433302,6037433302,2022,1590,28,0,28
1400000US06037433304,6037433304,2022,4237,12,0,12
1400000US06037433305,6037433305,2022,4990,4,0,4
1400000US06037433306,6037433306,2022,3222,1,0,1
1400000US06037433307,6037433307,2022,2743,2,0,2
1400000US06037433402,6037433402,2022,4894,0,0,0
1400000US06037433403,6037433403,2022,4920,0,0,0
1400000US06037433505,6037433505,2022,4618,18,0,18
1400000US06037433506,6037433506,2022,3989,11,0,11
1400000US06037433601,6037433601,2022,5477,2,0,2
1400000US06037433602,6037433602,2022,2843,43,0,43
1400000US06037433803,6037433803,2022,3218,13,0,13
1400000US06037433804,6037433804,2022,4673,6,0,6
1400000US06037433901,6037433901,2022,5625,27,25,2
1400000US06037433903,6037433903,2022,5305,1,0,1
1400000US06037434001,6037434001,2022,4315,3,0,3
1400000US06037434003,6037434003,2022,4015,10,0,10
1400000US06037434004,6037434004,2022,3050,6,0,6
1400000US06037434100,6037434100,2022,6235,37,0,37
1400000US06037460002,6037460002,2022,0,0,0,0
1400000US06037460101,6037460101,2022,0,0,0,0
1400000US06037460200,6037460200,2022,5763,6,4,2
1400000US06037460301,6037460301,2022,0,8,0,8
1400000US06037460302,6037460302,2022,0,12,10,2
1400000US06037460401,6037460401,2022,0,0,0,0
1400000US06037460501,6037460501,2022,0,0,0,0
1400000US06037460502,6037460502,2022,4753,0,0,0
1400000US06037460601,6037460601,2022,0,0,0,0
1400000US06037460700,6037460700,2022,0,0,0,0
1400000US06037460800,6037460800,2022,0,0,0,0
1400000US06037460900,6037460900,2022,0,0,0,0
1400000US06037461000,6037461000,2022,0,3,0,3
1400000US06037461100,6037461100,2022,0,17,12,5
1400000US06037461200,6037461200,2022,0,0,0,0
1400000US06037461300,6037461300,2022,0,8,0,8
1400000US06037461400,6037461400,2022,0,0,0,0
1400000US06037463000,6037463000,2022,0,0,0,0
1400000US06037463103,6037463103,2022,0,7,0,7
1400000US06037463200,6037463200,2022,0,0,0,0
1400000US06037463300,6037463300,2022,0,0,0,0
1400000US06037463400,6037463400,2022,0,0,0,0
1400000US06037463500,6037463500,2022,0,0,0,0
1400000US06037463800,6037463800,2022,0,0,0,0
1400000US06037464000,6037464000,2022,0,0,0,0
1400000US06037464101,6037464101,2022,0,0,0,0
1400000US06037464102,6037464102,2022,0,0,0,0
1400000US06037464200,6037464200,2022,0,0,0,0
1400000US06037480002,6037480002,2022,3977,0,0,0
1400000US06037480011,6037480011,2022,5218,15,15,0
1400000US06037480012,6037480012,2022,4813,2,0,2
1400000US06037480101,6037480101,2022,4116,0,0,0
1400000US06037480102,6037480102,2022,4388,0,0,0
1400000US06037480201,6037480201,2022,3479,0,0,0
1400000US06037480202,6037480202,2022,2595,4,0,4
1400000US06037480302,6037480302,2022,4262,1,0,1
1400000US06037480303,6037480303,2022,4416,0,0,0
1400000US06037480304,6037480304,2022,4491,0,0,0
1400000US06037480400,6037480400,2022,5650,0,0,0
1400000US06037480500,6037480500,2022,5263,9,0,9
1400000US06037480601,6037480601,2022,0,9,0,9
1400000US06037480602,6037480602,2022,0,21,0,21
1400000US06037480702,6037480702,2022,4659,0,0,0
1400000US06037480703,6037480703,2022,4265,1,0,1
1400000US06037480704,6037480704,2022,4390,10,0,10
1400000US06037480802,6037480802,2022,3247,11,0,11
1400000US06037480803,6037480803,2022,3276,0,0,0
1400000US06037480804,6037480804,2022,5151,0,0,0
1400000US06037480901,6037480901,2022,4690,6,0,6
1400000US06037480902,6037480902,2022,4527,5,0,5
1400000US06037480903,6037480903,2022,2966,0,0,0
1400000US06037481001,6037481001,2022,4695,11,10,1
1400000US06037481002,6037481002,2022,5318,22,12,10
1400000US06037481101,6037481101,2022,4110,1,0,1
1400000US06037481102,6037481102,2022,3863,0,0,0
1400000US06037481103,6037481103,2022,5219,0,0,0
1400000US06037481201,6037481201,2022,4238,0,0,0
1400000US06037481203,6037481203,2022,6216,4,0,4
1400000US06037481300,6037481300,2022,3353,11,0,11
1400000US06037481401,6037481401,2022,5314,2,0,2
1400000US06037481403,6037481403,2022,3337,0,0,0
1400000US06037481404,6037481404,2022,3874,0,0,0
1400000US06037481500,6037481500,2022,4108,6,0,6
1400000US06037481603,6037481603,2022,3205,0,0,0
1400000US06037481604,6037481604,2022,3983,0,0,0
1400000US06037481605,6037481605,2022,2749,2,0,2
1400000US06037481606,6037481606,2022,4959,0,0,0
1400000US06037481711,6037481711,2022,4465,23,0,23
1400000US06037481712,6037481712,2022,5222,32,0,32
1400000US06037481713,6037481713,2022,2802,8,0,8
1400000US06037481714,6037481714,2022,2749,0,0,0
1400000US06037481800,6037481800,2022,2475,0,0,0
1400000US06037481901,6037481901,2022,5732,26,22,4
1400000US06037481902,6037481902,2022,3274,0,0,0
1400000US06037482001,6037482001,2022,2645,6,0,6
1400000US06037482002,6037482002,2022,7066,1,0,1
1400000US06037482101,6037482101,2022,4507,2,0,2
1400000US06037482102,6037482102,2022,3070,0,0,0
1400000US06037482201,6037482201,2022,3786,0,0,0
1400000US06037482202,6037482202,2022,5209,6,0,6
1400000US06037482301,6037482301,2022,5521,0,0,0
1400000US06037482303,6037482303,2022,5170,3,0,3
1400000US06037482304,6037482304,2022,2834,2,0,2
1400000US06037482401,6037482401,2022,3338,4,0,4
1400000US06037482403,6037482403,2022,3374,18,2,15
1400000US06037482404,6037482404,2022,3170,18,2,15
1400000US06037482502,6037482502,2022,3196,0,0,0
1400000US06037482503,6037482503,2022,4048,2,0,2
1400000US06037482521,6037482521,2022,5533,0,0,0
1400000US06037482522,6037482522,2022,4192,0,0,0
1400000US06037482600,6037482600,2022,6857,0,0,0
1400000US06037482701,6037482701,2022,4115,9,0,9
1400000US06037482702,6037482702,2022,2482,4,0,4
1400000US06037482801,6037482801,2022,4141,1,0,1
1400000US06037500100,6037500100,2022,3747,4,0,4
1400000US06037500202,6037500202,2022,5058,0,0,0
1400000US06037500203,6037500203,2022,4229,0,0,0
1400000US06037500204,6037500204,2022,2287,0,0,0
1400000US06037500300,6037500300,2022,2818,33,0,33
1400000US06037500402,6037500402,2022,5020,10,0,10
1400000US06037500403,6037500403,2022,3451,48,0,48
1400000US06037500404,6037500404,2022,4091,0,0,0
1400000US06037500500,6037500500,2022,2993,7,0,7
1400000US06037500600,6037500600,2022,5452,8,0,8
1400000US06037500700,6037500700,2022,7102,16,0,16
1400000US06037500800,6037500800,2022,5156,3,0,3
1400000US06037500900,6037500900,2022,5837,20,0,20
1400000US06037501001,6037501001,2022,3131,2,0,2
1400000US06037501002,6037501002,2022,4710,5,0,5
1400000US06037501200,6037501200,2022,5065,4,0,4
1400000US06037501301,6037501301,2022,3050,0,0,0
1400000US06037501302,6037501302,2022,4378,0,0,0
1400000US06037501400,6037501400,2022,3360,12,0,12
1400000US06037501501,6037501501,2022,2122,3,0,3
1400000US06037501503,6037501503,2022,5747,0,0,0
1400000US06037501504,6037501504,2022,3377,15,0,15
1400000US06037501600,6037501600,2022,7168,0,0,0
1400000US06037501700,6037501700,2022,3788,2,0,2
1400000US06037501802,6037501802,2022,3339,0,0,0
1400000US06037501803,6037501803,2022,4410,16,0,16
1400000US06037501804,6037501804,2022,2309,8,2,6
1400000US06037501900,6037501900,2022,4389,4,0,4
1400000US06037502003,6037502003,2022,2557,0,0,0
1400000US06037502004,6037502004,2022,4380,16,0,16
1400000US06037502005,6037502005,2022,4911,0,0,0
1400000US06037502100,6037502100,2022,4889,24,10,14
1400000US06037502200,6037502200,2022,7078,8,0,8
1400000US06037502303,6037502303,2022,8883,110,88,22
1400000US06037502401,6037502401,2022,5211,1,0,1
1400000US06037502402,6037502402,2022,3578,2,1,1
1400000US06037502500,6037502500,2022,4038,13,0,13
1400000US06037502602,6037502602,2022,4194,21,0,21
1400000US06037502603,6037502603,2022,3394,5,0,5
1400000US06037502604,6037502604,2022,3921,5,0,5
1400000US06037502700,6037502700,2022,7429,91,50,41
1400000US06037502801,6037502801,2022,6687,74,0,74
1400000US06037502901,6037502901,2022,5942,0,0,0
1400000US06037503000,6037503000,2022,6164,20,0,20
1400000US06037503103,6037503103,2022,5320,4,0,4
1400000US06037503104,6037503104,2022,2600,3,0,3
1400000US06037503105,6037503105,2022,3536,18,12,6
1400000US06037503106,6037503106,2022,3770,0,0,0
1400000US06037503201,6037503201,2022,3876,4,0,4
1400000US06037503202,6037503202,2022,4788,10,10,0
1400000US06037503301,6037503301,2022,3755,4,0,4
1400000US06037503302,6037503302,2022,6192,75,73,2
1400000US06037503401,6037503401,2022,7288,14,0,14
1400000US06037503402,6037503402,2022,3979,8,0,8
1400000US06037503501,6037503501,2022,6955,10,0,10
1400000US06037503502,6037503502,2022,4338,3,0,3
1400000US06037503601,6037503601,2022,4145,5,0,5
1400000US06037503602,6037503602,2022,3855,7,0,7
1400000US06037503701,6037503701,2022,4581,4,0,4
1400000US06037503702,6037503702,2022,5414,4,2,2
1400000US06037503704,6037503704,2022,4512,0,0,0
1400000US06037503705,6037503705,2022,2894,0,0,0
1400000US06037503801,6037503801,2022,3580,1,0,1
1400000US06037503802,6037503802,2022,5317,0,0,0
1400000US06037503901,6037503901,2022,2236,5,0,5
1400000US06037503902,6037503902,2022,5526,15,0,15
1400000US06037504001,6037504001,2022,5649,0,0,0
1400000US06037504002,6037504002,2022,5655,0,0,0
1400000US06037504101,6037504101,2022,4588,7,0,7
1400000US06037504200,6037504200,2022,7512,75,71,4
1400000US06037530005,6037530005,2022,3653,2,0,2
1400000US06037530006,6037530006,2022,4963,0,0,0
1400000US06037530007,6037530007,2022,6544,27,0,27
1400000US06037530101,6037530101,2022,5388,14,0,14
1400000US06037530102,6037530102,2022,4889,6,0,6
1400000US06037530202,6037530202,2022,4309,10,0,10
1400000US06037530203,6037530203,2022,2525,0,0,0
1400000US06037530204,6037530204,2022,3882,1,0,1
1400000US06037530301,6037530301,2022,2125,21,0,21
1400000US06037530302,6037530302,2022,6412,20,0,20
1400000US06037530400,6037530400,2022,3792,46,4,42
1400000US06037530500,6037530500,2022,4195,83,0,83
1400000US06037530603,6037530603,2022,4528,30,0,30
1400000US06037530700,6037530700,2022,2024,31,0,31
1400000US06037530801,6037530801,2022,5704,16,0,16
1400000US06037530802,6037530802,2022,3054,0,0,0
1400000US06037530901,6037530901,2022,4020,10,0,10
1400000US06037530902,6037530902,2022,3844,7,0,7
1400000US06037531000,6037531000,2022,5233,17,0,17
1400000US06037531101,6037531101,2022,5454,44,0,44
1400000US06037531102,6037531102,2022,2777,46,0,46
1400000US06037531201,6037531201,2022,4317,6,0,6
1400000US06037531202,6037531202,2022,4420,4,0,4
1400000US06037531301,6037531301,2022,5474,27,0,27
1400000US06037531302,6037531302,2022,5734,40,0,40
1400000US06037531502,6037531502,2022,3240,29,0,29
1400000US06037531503,6037531503,2022,2649,18,0,18
1400000US06037531504,6037531504,2022,4052,6,0,6
1400000US06037531602,6037531602,2022,4109,15,0,15
1400000US06037531603,6037531603,2022,3670,7,0,7
1400000US06037531604,6037531604,2022,3286,48,0,48
1400000US06037531701,6037531701,2022,5924,6,0,6
1400000US06037531702,6037531702,2022,4896,13,0,13
1400000US06037531800,6037531800,2022,4809,15,0,15
1400000US06037531901,6037531901,2022,6042,12,0,12
1400000US06037531902,6037531902,2022,4582,24,0,24
1400000US06037532001,6037532001,2022,2967,21,0,21
1400000US06037532002,6037532002,2022,3516,9,0,9
1400000US06037532101,6037532101,2022,7382,49,0,49
1400000US06037532102,6037532102,2022,3561,34,0,34
1400000US06037532200,6037532200,2022,6921,38,0,38
1400000US06037532302,6037532302,2022,4800,24,0,24
1400000US06037532303,6037532303,2022,4338,52,0,52
1400000US06037532304,6037532304,2022,4072,120,107,13
1400000US06037532500,6037532500,2022,4155,1,0,1
1400000US06037532605,6037532605,2022,3908,3,0,3
1400000US06037532606,6037532606,2022,3875,18,0,18
1400000US06037532607,6037532607,2022,5391,69,0,69
1400000US06037532700,6037532700,2022,3219,90,0,90
1400000US06037532800,6037532800,2022,4448,103,0,103
1400000US06037532900,6037532900,2022,6698,186,0,186
1400000US06037533001,6037533001,2022,4421,8,0,8
1400000US06037533002,6037533002,2022,2587,1,0,1
1400000US06037533103,6037533103,2022,3126,1,0,1
1400000US06037533104,6037533104,2022,4816,3,0,3
1400000US06037533105,6037533105,2022,2577,1,0,1
1400000US06037533108,6037533108,2022,4579,13,0,13
1400000US06037533201,6037533201,2022,2663,0,0,0
1400000US06037533204,6037533204,2022,4467,0,0,0
1400000US06037533300,6037533300,2022,3208,1,0,1
1400000US06037533401,6037533401,2022,5067,3,0,3
1400000US06037533402,6037533402,2022,3625,8,0,8
1400000US06037533403,6037533403,2022,2667,7,0,7
1400000US06037533501,6037533501,2022,2851,0,0,0
1400000US06037533504,6037533504,2022,3892,1,0,1
1400000US06037533601,6037533601,2022,4411,2,0,2
1400000US06037533602,6037533602,2022,5208,1,0,1
1400000US06037533603,6037533603,2022,6336,1,0,1
1400000US06037533701,6037533701,2022,2928,0,0,0
1400000US06037533702,6037533702,2022,3550,0,0,0
1400000US06037533703,6037533703,2022,4432,13,0,13
1400000US06037533803,6037533803,2022,5887,0,0,0
1400000US06037533804,6037533804,2022,3628,0,0,0
1400000US06037533805,6037533805,2022,4024,1,0,1
1400000US06037533806,6037533806,2022,3670,16,0,16
1400000US06037533901,6037533901,2022,5056,0,0,0
1400000US06037533902,6037533902,2022,4344,16,0,16
1400000US06037534001,6037534001,2022,5277,29,0,29
1400000US06037534002,6037534002,2022,4223,0,0,0
1400000US06037534101,6037534101,2022,2268,72,0,72
1400000US06037534102,6037534102,2022,5782,0,0,0
1400000US06037534201,6037534201,2022,4387,0,0,0
1400000US06037534202,6037534202,2022,5223,0,0,0
1400000US06037534203,6037534203,2022,3310,16,0,16
1400000US06037534301,6037534301,2022,4278,29,0,29
1400000US06037534302,6037534302,2022,3764,5,0,5
1400000US06037534403,6037534403,2022,3084,0,0,0
1400000US06037534404,6037534404,2022,3333,0,0,0
1400000US06037534405,6037534405,2022,4067,1,0,1
1400000US06037534406,6037534406,2022,4477,4,0,4
1400000US06037534501,6037534501,2022,5400,0,0,0
1400000US06037534502,6037534502,2022,3739,0,0,0
1400000US06037534700,6037534700,2022,4488,0,0,0
1400000US06037534802,6037534802,2022,2684,1,0,1
1400000US06037534803,6037534803,2022,4746,3,0,3
1400000US06037534804,6037534804,2022,4535,52,0,52
1400000US06037534900,6037534900,2022,5716,69,0,69
1400000US06037535001,6037535001,2022,4076,24,0,24
1400000US06037535002,6037535002,2022,3761,40,0,40
1400000US06037535101,6037535101,2022,8319,0,0,0
1400000US06037535102,6037535102,2022,4549,207,0,207
